date,price,bedrooms,sqft_living,sqft_lot,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,bathroomsx4,floorsx2
182,730000.0,3,2160,8809,0,0,3,9,1540,620,2014,2014,98103,47.6994,-122.34899999999999,930,5420,10,2
195,637800.0,4,2250,4750,0,0,4,7,1420,830,1924,1924,98115,47.6738,-122.292,1930,4750,7,3
280,225000.0,3,1340,4800,0,0,4,5,1340,0,1903,1903,98055,47.477,-122.209,1240,4800,4,3
39,417500.0,4,1390,10800,0,0,4,7,1390,0,1941,1941,98177,47.7248,-122.359,1390,9360,4,3
322,265000.0,4,1600,10160,0,0,4,7,1600,0,1972,1972,98022,47.2015,-122.00299999999999,1540,9352,8,2
84,550000.0,4,2050,8683,0,0,3,8,2050,0,1987,1987,98074,47.62,-122.04299999999999,2010,8744,10,4
269,625700.0,3,2570,159865,0,0,5,7,2570,0,1968,1968,98024,47.5547,-121.89200000000001,2010,38322,8,2
91,595000.0,3,2660,10637,0,0,3,9,2660,0,1991,1991,98011,47.7383,-122.22,2590,8637,10,4
73,270000.0,3,1540,13475,0,0,4,7,1540,0,1972,1972,98059,47.4766,-122.15299999999999,1550,13475,6,2
77,739375.0,5,2640,3200,0,0,4,7,2140,500,1906,1906,98112,47.6188,-122.30799999999999,1540,2242,12,4
67,357562.0,2,1210,1032,0,0,3,8,1210,0,2014,2014,98029,47.5522,-121.999,1210,1090,7,4
40,1010000.0,4,3760,29224,0,0,3,11,3760,0,1987,1987,98052,47.7203,-122.12799999999999,3930,19916,10,4
151,455000.0,2,1350,4286,0,0,3,8,1350,0,2004,2004,98053,47.7171,-122.03299999999999,1440,4839,7,2
364,310000.0,5,2600,9600,0,2,4,8,1810,790,1969,1969,98023,47.3257,-122.365,2070,9660,9,2
109,452000.0,2,1340,8100,0,2,3,8,1340,0,1950,1950,98177,47.7212,-122.36399999999999,1680,7752,4,2
256,810000.0,3,1760,16928,0,0,3,7,1760,0,1953,1953,98004,47.6363,-122.20200000000001,3430,10059,8,2
25,730001.0,3,1840,4750,0,0,5,7,1010,830,1951,1951,98117,47.6862,-122.395,1760,5510,8,2
75,665000.0,3,1730,3000,0,0,3,8,1730,0,1996,1996,98103,47.6532,-122.34,1730,1774,10,4
33,327500.0,4,1650,7800,0,0,3,8,1650,0,1968,1968,98058,47.4507,-122.139,1750,10400,7,2
87,699950.0,3,3370,36218,0,0,4,9,3370,0,1988,1988,98075,47.5855,-121.98700000000001,2980,31793,10,4
87,424000.0,3,2200,34680,0,0,3,9,2200,0,1985,1985,98092,47.3139,-122.116,2560,35840,10,4
54,657000.0,4,2180,3375,0,0,4,7,1420,760,1926,1926,98117,47.6846,-122.361,1560,3375,10,3
76,445000.0,3,1490,10844,0,0,3,7,1210,280,1974,1974,98008,47.6208,-122.10600000000001,2090,9944,7,2
90,450000.0,3,1530,762,0,0,3,8,1050,480,2007,2007,98119,47.641999999999996,-122.374,1610,1482,10,4
147,350000.0,3,1180,7455,0,0,4,7,1180,0,1964,1964,98034,47.7276,-122.241,1450,8154,4,2
194,460000.0,4,2080,17532,0,0,3,9,2080,0,1996,1996,98059,47.4835,-122.13600000000001,2550,12560,10,4
55,385000.0,4,3200,22651,0,0,5,8,1610,0,1970,1970,98031,47.3931,-122.18299999999999,2030,5500,10,2
186,272000.0,4,1880,6160,0,0,3,7,1880,0,1993,1993,98023,47.3214,-122.34700000000001,1580,6405,9,4
263,535000.0,3,2510,5544,0,0,3,7,2510,0,2001,2001,98053,47.6903,-122.042,2660,5614,10,4
363,216500.0,2,1060,5200,0,0,3,6,1060,0,1969,1969,98042,47.3688,-122.08,910,5200,4,2
299,325000.0,3,2130,12245,0,0,3,8,2130,0,1989,1989,98042,47.3406,-122.057,1910,12216,10,4
339,420200.0,3,1320,7280,0,0,3,7,1320,0,1968,1968,98034,47.7229,-122.18,1370,7800,7,2
214,258000.0,3,1040,5650,0,0,5,6,1040,0,1951,1951,98178,47.5111,-122.256,1290,5650,7,2
214,450000.0,3,1150,4500,0,0,3,7,1150,0,1917,1991,98103,47.6985,-122.348,1230,5400,8,3
220,720168.0,4,2120,3794,0,0,4,7,1420,700,1926,1926,98117,47.6893,-122.359,1420,3840,9,4
153,652000.0,3,2130,5000,0,0,5,7,1330,800,1925,1925,98107,47.6746,-122.36200000000001,2010,5000,8,3
89,569500.0,4,2340,8248,0,0,3,8,2340,0,1989,1989,98074,47.6314,-122.03,2140,9963,10,4
357,411000.0,4,2250,292288,0,0,4,7,2250,0,1963,1963,98042,47.3787,-122.09100000000001,1550,23798,7,2
17,524950.0,3,1890,3825,0,0,3,7,1290,600,1974,1974,98117,47.6831,-122.381,1320,3825,7,2
325,153000.0,2,1140,10152,0,0,3,6,760,380,1942,1942,98155,47.7369,-122.321,1340,10141,4,2
173,775000.0,3,2780,5467,0,2,3,9,2780,0,2000,2000,98126,47.5791,-122.37799999999999,2630,5000,10,4
255,338500.0,4,2390,6111,0,0,3,8,2390,0,1997,1997,98030,47.3677,-122.17299999999999,2520,6500,10,4
364,570000.0,3,2390,9000,0,0,3,8,1500,890,1975,1975,98052,47.6809,-122.113,2040,9000,7,2
180,653000.0,3,2680,8429,0,0,4,9,1880,800,1950,1991,98038,47.372,-122.036,1570,8640,8,2
202,435000.0,2,1560,1222,0,0,3,8,1080,480,2008,2008,98122,47.604,-122.307,1560,2081,10,4
208,207000.0,2,1130,8160,0,0,4,6,1130,0,1952,1952,98168,47.4997,-122.31700000000001,1060,6120,4,2
84,540000.0,2,1120,7500,0,2,4,7,1120,0,1971,1971,98008,47.619,-122.096,3040,16940,4,2
54,386000.0,4,2050,9583,0,2,3,8,1770,280,1965,1965,98198,47.3978,-122.31299999999999,2230,9730,9,4
117,265000.0,5,2600,8075,0,0,4,8,2600,0,1969,1969,98092,47.2961,-122.18799999999999,2200,8800,9,3
250,250000.0,3,1050,572,0,0,3,7,740,310,2006,2006,98106,47.5549,-122.363,1260,1062,9,4
248,1700000.0,3,2600,6600,0,4,3,10,1930,670,1970,2014,98122,47.6055,-122.285,2670,6270,8,4
215,455000.0,4,2811,7251,0,0,3,9,2811,0,2009,2009,98038,47.3686,-122.05799999999999,3040,7250,10,4
25,1800000.0,4,4060,13000,0,3,3,11,4060,0,2000,2000,98040,47.581,-122.24600000000001,3220,13800,13,4
181,759000.0,3,2260,7200,0,3,3,7,1130,1130,1941,1941,98144,47.5886,-122.288,2260,6000,8,2
328,970000.0,4,4430,74358,0,0,3,10,4430,0,1990,1990,98053,47.6392,-121.988,3820,80875,11,4
117,690000.0,3,2430,8327,0,0,4,9,1430,1000,1978,1978,98006,47.5534,-122.16,2550,10427,9,2
67,789900.0,3,3420,25150,0,0,4,10,1750,1670,1987,1987,98006,47.5706,-122.152,2900,19604,10,2
320,447500.0,2,1180,5100,0,0,3,7,1180,0,1926,1926,98103,47.6947,-122.346,980,5100,4,3
42,440000.0,4,2010,7575,0,0,3,7,1220,790,1974,1974,98034,47.7328,-122.2,1820,7831,9,2
347,278000.0,3,1230,7789,0,0,3,7,1230,0,1994,1994,98042,47.3718,-122.073,1470,8670,8,2
73,980000.0,5,2750,6000,0,0,3,8,1750,1000,1904,1994,98103,47.6729,-122.334,1520,4158,10,3
59,245000.0,3,1300,14197,0,0,3,7,860,440,1996,1996,98030,47.3652,-122.18299999999999,1550,7596,11,2
172,287000.0,3,1150,11475,0,0,3,7,1150,0,1971,1971,98045,47.4629,-121.744,1640,11475,6,2
32,435000.0,3,2220,132858,0,0,3,7,1110,1110,1988,1988,98027,47.4853,-122.03399999999999,2130,77536,7,2
74,585000.0,3,2050,11690,0,0,4,9,2050,0,1989,1989,98059,47.5279,-122.161,2410,10172,10,4
60,616000.0,4,1700,5846,0,0,3,8,1700,0,1957,1957,98199,47.6539,-122.40799999999999,1480,5177,7,2
258,203000.0,3,1610,9000,0,0,4,7,1100,510,1978,1978,98092,47.3187,-122.179,1610,8000,7,2
369,860000.0,4,2720,3840,0,0,3,8,1790,930,1920,2009,98107,47.6624,-122.361,1360,3880,11,4
332,833000.0,4,2190,12690,0,2,3,8,1170,1020,1973,1973,98033,47.6627,-122.189,2630,10843,10,2
223,565000.0,4,2730,6856,0,0,3,8,2730,0,2003,2003,98072,47.7739,-122.164,2520,5569,11,4
286,572500.0,3,2490,7589,0,0,3,9,2490,0,1991,1991,98056,47.5355,-122.179,2500,10386,10,4
14,254000.0,4,1510,4235,0,0,3,7,1510,0,1955,1955,98108,47.54600000000001,-122.29299999999999,1510,4268,8,2
335,1530000.0,4,4720,21000,0,4,5,11,4720,0,1971,1971,98177,47.7591,-122.376,3010,20000,17,6
300,899000.0,3,1950,3730,0,0,3,9,1950,0,1996,1996,98033,47.6731,-122.199,2080,4000,10,4
357,560000.0,3,1300,6000,0,0,5,7,1300,0,1943,1943,98136,47.5482,-122.39200000000001,1230,6000,8,2
306,512500.0,3,1610,7200,0,0,3,7,1180,430,1976,1976,98007,47.5966,-122.14399999999999,1520,7973,7,2
297,775000.0,4,2040,5000,0,0,5,7,1180,860,1924,1924,98117,47.6786,-122.36,1540,5000,10,3
40,200000.0,2,700,4700,0,0,5,5,700,0,1953,1953,98056,47.4953,-122.169,960,5200,4,2
90,172000.0,3,970,4700,0,0,4,6,720,250,1943,1943,98106,47.5285,-122.354,1560,4600,4,2
20,219900.0,3,910,6000,0,0,2,6,910,0,1956,1956,98146,47.5065,-122.338,1090,6957,4,2
70,641200.0,3,1060,9123,0,0,3,7,1060,0,1952,1952,98004,47.6218,-122.193,1620,9121,4,2
74,473000.0,5,2180,7200,0,0,4,7,2180,0,1982,1982,98034,47.7078,-122.234,1840,7644,13,4
60,540000.0,3,2050,9580,0,0,3,8,1400,650,1984,1984,98074,47.6212,-122.038,1740,11952,7,2
367,295000.0,2,750,4500,0,0,3,6,750,0,1945,1945,98122,47.607,-122.29700000000001,1540,4000,4,2
26,370000.0,3,800,2296,0,0,4,6,800,0,1908,1908,98103,47.6546,-122.35600000000001,1480,1472,4,2
73,1730000.0,4,3470,8000,0,1,3,9,2360,1110,1906,1906,98122,47.6149,-122.287,3010,8000,9,3
7,275000.0,3,1390,48257,0,0,3,6,1390,0,1922,1922,98024,47.5603,-121.89399999999999,1440,45302,6,2
165,89000.0,3,900,4750,0,0,4,6,900,0,1969,1969,98023,47.3026,-122.363,900,3404,4,2
95,175000.0,2,1050,9800,0,0,4,6,1050,0,1975,1975,98019,47.7595,-121.473,1230,12726,7,3
292,490000.0,3,2410,11900,0,2,4,9,1600,810,1989,1989,98023,47.3384,-122.34,3090,11902,10,2
13,342400.0,3,1180,9630,0,0,3,7,1180,0,1986,1986,98028,47.7352,-122.23200000000001,2660,5979,9,4
52,345000.0,3,1140,4200,0,0,4,7,1140,0,1904,1904,98144,47.6012,-122.296,1510,4000,4,4
207,399000.0,2,700,3400,0,0,3,6,700,0,1946,1946,98112,47.6212,-122.296,1570,4512,4,2
105,550000.0,4,2060,9719,0,0,4,8,1320,740,1960,1960,98006,47.5549,-122.176,2050,9643,10,2
215,652450.0,3,2230,11835,0,0,5,8,1630,600,1974,1974,98006,47.563,-122.178,2190,10384,9,2
362,438000.0,2,1950,29347,0,0,3,8,1350,600,1953,1953,98133,47.739,-122.351,2125,7751,9,2
336,605000.0,3,2100,5058,0,2,3,7,1340,760,1941,1941,98126,47.5743,-122.37799999999999,1640,5000,7,2
150,395000.0,4,2130,11733,0,0,5,7,1330,800,1969,1969,98059,47.512,-122.16,1800,9131,10,2
194,449950.0,3,1880,3048,0,0,4,7,1880,0,1902,1902,98122,47.6031,-122.303,1680,3600,8,4
332,651100.0,4,2310,5526,0,0,3,9,2310,0,2003,2003,98074,47.6299,-122.02,2500,5769,10,4
278,241000.0,3,880,6050,0,0,3,6,880,0,1945,1945,98178,47.4995,-122.24799999999999,1130,6050,4,2
158,3420000.0,5,5450,20412,0,0,3,11,5450,0,2014,2014,98039,47.6209,-122.23700000000001,3160,17825,20,4
231,268500.0,2,1290,1749,0,0,3,8,660,630,1969,1969,98008,47.6118,-122.116,1860,1749,6,2
266,200000.0,2,1010,7200,0,0,3,6,1010,0,1956,1956,98166,47.4815,-122.339,1290,9000,4,2
213,400375.0,4,1690,7680,0,0,5,6,890,800,1946,1946,98126,47.5296,-122.375,1060,7680,7,2
26,429000.0,2,1350,6315,0,0,3,8,1350,0,2005,2005,98053,47.7141,-122.03200000000001,1665,5390,7,2
175,230000.0,3,680,2400,0,0,4,6,680,0,1903,1903,98144,47.5982,-122.29899999999999,1470,3600,4,2
292,1200000.0,4,2860,10702,0,0,3,10,2860,0,1982,1982,98004,47.6451,-122.189,2890,10572,9,4
342,314200.0,1,610,6000,0,0,4,5,610,0,1918,1918,98117,47.6911,-122.367,970,5000,4,2
356,513000.0,4,2660,8887,0,0,4,8,1880,780,1967,1967,98166,47.43899999999999,-122.34200000000001,1910,9620,10,2
335,535000.0,2,1390,5346,0,0,5,7,960,430,1908,1908,98118,47.5567,-122.279,1450,5040,4,2
307,420000.0,6,2290,6344,0,0,3,7,2290,0,1980,1980,98126,47.565,-122.37,1360,3202,12,4
52,345950.0,3,2110,4118,0,0,3,8,2110,0,1989,1989,98042,47.3878,-122.15299999999999,2110,4044,10,4
110,483500.0,3,1200,2016,0,1,4,7,600,600,1931,1931,98116,47.5811,-122.404,1730,4520,8,2
220,695000.0,4,2360,2500,0,3,3,8,1520,840,2001,2001,98117,47.6771,-122.35799999999999,1810,3900,9,4
157,295000.0,4,2350,8906,0,0,3,7,2350,0,1993,1993,98031,47.4205,-122.215,2000,8165,10,4
341,434975.0,3,1590,9960,0,0,3,7,1060,530,1976,1976,98155,47.7742,-122.287,1860,9760,9,2
67,513000.0,3,1810,4592,0,0,3,8,1810,0,1992,1992,98029,47.5764,-121.99600000000001,1810,4758,10,4
325,360000.0,3,1900,11407,0,0,3,8,1900,0,1963,1963,98155,47.7455,-122.294,1710,11407,7,2
319,234900.0,3,1250,8000,0,0,3,7,1250,0,1956,1956,98146,47.5065,-122.337,1040,6973,4,2
45,963000.0,4,3280,6603,0,0,3,10,3280,0,2007,2007,98027,47.5642,-122.126,3280,7333,14,4
109,595000.0,2,870,4800,0,0,3,7,870,0,1924,1924,98119,47.6509,-122.37,2090,4800,6,2
175,942500.0,4,3570,14408,0,2,3,10,3570,0,2006,2006,98065,47.536,-121.85700000000001,4100,14577,13,4
126,1030000.0,4,3780,11200,0,0,3,11,3780,0,2002,2002,98059,47.521,-122.15,3720,11813,13,4
327,350000.0,3,1190,3600,0,0,3,6,1190,0,1904,1904,98144,47.5985,-122.29799999999999,1680,3600,4,3
188,416500.0,4,2280,39848,0,0,4,8,2280,0,1991,1991,98070,47.5003,-122.465,1900,38472,8,4
137,209900.0,3,1030,60720,0,0,3,5,1030,0,1912,1912,98042,47.375,-122.166,1330,10342,4,3
51,802000.0,3,2870,5000,0,0,4,8,1840,1030,1907,1907,98144,47.5788,-122.292,2200,5000,7,3
90,230000.0,4,1520,8800,0,0,4,7,1520,0,1960,1960,98002,47.3136,-122.208,1370,8800,6,2
61,489000.0,3,3700,10375,0,0,3,9,3700,0,1982,1982,98188,47.4286,-122.291,2130,9132,12,4
73,497000.0,3,2240,28750,0,0,3,8,1620,620,1956,1956,98034,47.7137,-122.25399999999999,3200,23873,6,2
61,250000.0,3,1920,7738,0,0,3,8,1520,400,1965,1965,98148,47.4562,-122.33,2170,8452,9,2
105,925000.0,3,2560,3600,0,0,3,10,2110,450,1994,1994,98119,47.633,-122.37,2160,3600,12,4
82,390000.0,4,1840,15496,0,0,3,8,1840,0,1991,1991,98059,47.4683,-122.07,1840,15040,10,4
312,415000.0,3,2080,9600,0,0,3,7,2080,0,1988,1988,98028,47.7698,-122.238,2220,9600,11,2
337,785000.0,3,1600,9638,0,0,5,7,1600,0,1952,1952,98040,47.5753,-122.22399999999999,1800,11400,8,2
145,575000.0,3,2168,4000,0,0,3,8,2168,0,1907,1907,98105,47.6561,-122.325,1770,4000,8,3
269,170000.0,2,860,8636,0,0,3,6,860,0,1924,1924,98146,47.5081,-122.35600000000001,1100,8636,4,2
165,750000.0,4,2100,3400,0,0,5,7,1100,1000,1915,1915,98119,47.6429,-122.37100000000001,1890,3771,7,2
323,230000.0,3,1140,9639,0,0,4,7,1140,0,1967,1967,98001,47.3112,-122.265,1140,9639,4,2
248,855000.0,4,3090,35074,0,0,3,9,3090,0,1978,1978,98005,47.6359,-122.15899999999999,3120,35150,12,4
95,235000.0,3,1330,45738,0,0,2,6,1330,0,1967,1967,98058,47.43600000000001,-122.185,1490,24000,4,4
129,335000.0,2,1360,69260,0,0,4,5,1360,0,1937,1937,98065,47.5229,-121.838,1460,69260,4,2
62,1200000.0,5,3420,18129,0,0,3,9,2540,880,1952,2005,98040,47.5333,-122.21700000000001,3750,16316,12,4
332,677000.0,4,2180,6000,0,0,3,8,2060,120,1927,1927,98144,47.5958,-122.306,1370,4500,8,3
173,575000.0,3,1800,5000,0,0,5,7,1600,200,1925,1925,98136,47.5447,-122.389,1640,5000,8,4
292,450000.0,2,1120,4590,0,0,3,7,1120,0,1924,1924,98118,47.5663,-122.285,1120,5100,4,2
329,817250.0,3,2980,7202,0,0,3,8,2980,0,1999,1999,98033,47.6769,-122.177,2430,7280,10,4
214,440000.0,4,2600,28600,0,0,3,8,1810,790,1968,1968,98072,47.7757,-122.139,2580,26950,9,2
5,526000.0,2,1550,2400,0,0,4,7,1550,0,1900,1900,98103,47.653999999999996,-122.346,1180,1224,8,3
84,762500.0,3,3330,15258,0,0,3,10,3330,0,1986,1986,98077,47.7262,-122.06,3360,14850,9,4
347,325000.0,4,2200,7719,0,0,3,8,2200,0,2000,2000,98030,47.3649,-122.194,2460,7348,10,4
69,840000.0,4,3840,85728,0,0,3,11,3840,0,1998,1998,98014,47.615,-121.954,2430,42643,14,4
366,377500.0,2,840,4500,0,0,3,6,840,0,1939,1939,98136,47.5441,-122.39,1300,5000,4,2
144,212500.0,3,1270,7128,0,0,4,6,1270,0,1954,1954,98198,47.422,-122.321,1270,7986,6,2
13,749400.0,4,3240,20301,0,0,3,10,3240,0,1985,1985,98052,47.718999999999994,-122.11399999999999,3010,23650,10,4
55,663000.0,3,2480,37843,0,3,4,8,2480,0,1974,1974,98070,47.4003,-122.42200000000001,2350,42122,10,3
80,1480000.0,3,4470,22518,0,2,3,9,3240,1230,1953,1953,98006,47.574,-122.18,2930,21837,9,4
166,261000.0,3,1780,7800,0,0,3,7,1060,720,1957,1957,98178,47.4932,-122.26299999999999,1450,7800,4,2
343,515000.0,4,1850,9248,0,0,3,8,1850,0,1997,1997,98028,47.735,-122.244,2080,8711,10,4
10,410000.0,3,2200,16921,0,0,3,8,2200,0,1987,1987,98038,47.3727,-122.051,2060,16921,9,4
67,336000.0,3,2760,10160,0,0,3,8,2760,0,1969,1969,98058,47.4504,-122.15,2760,9600,9,2
299,440000.0,2,1090,4128,0,0,3,7,1090,0,1948,1948,98115,47.69600000000001,-122.314,1090,5413,4,2
252,908950.0,4,3090,6200,0,0,3,9,3090,0,2014,2014,98006,47.5538,-122.189,2890,10108,11,4
207,554000.0,2,820,3700,0,0,5,7,820,0,1968,1968,98040,47.588,-122.251,1750,9000,4,2
7,387000.0,3,1445,1606,0,0,3,7,1300,145,2003,2003,98027,47.5348,-122.072,1410,1286,9,4
368,268643.0,4,1810,9240,0,0,3,7,1810,0,1961,1961,98055,47.4362,-122.18700000000001,1660,9240,9,4
80,514000.0,3,1620,5000,0,0,3,7,920,700,1954,1954,98117,47.681000000000004,-122.37200000000001,1610,5000,7,2
82,420000.0,2,1060,4182,0,0,3,7,1060,0,1977,1977,98115,47.6787,-122.30799999999999,1760,4590,7,4
131,199000.0,3,1050,9871,0,0,5,7,1050,0,1968,1968,98042,47.3816,-122.087,1300,10794,7,2
319,225000.0,3,1010,15701,0,0,4,7,1010,0,1949,1949,98188,47.4518,-122.292,1260,9800,4,2
109,320000.0,4,2050,8424,0,0,4,8,2050,0,1993,1993,98022,47.19600000000001,-122.01100000000001,1970,8448,10,4
174,204995.0,2,970,8185,0,0,5,6,970,0,1904,1904,98031,47.4025,-122.20100000000001,1500,12541,4,2
241,376000.0,3,1540,1827,0,0,3,8,1540,0,2005,2005,98029,47.5479,-121.999,1560,2058,8,4
227,705000.0,4,3000,6222,0,0,3,9,3000,0,2004,2004,98029,47.5582,-122.025,3340,7222,11,4
31,725995.0,4,3190,7869,0,2,3,9,3190,0,2001,2001,98065,47.5317,-121.866,2630,6739,10,4
269,285000.0,4,1870,8190,0,0,3,7,1100,770,1977,1977,98058,47.4521,-122.161,1590,9150,10,2
0,285000.0,4,2200,9397,0,0,3,8,2200,0,1987,1987,98001,47.3406,-122.26899999999999,2310,9176,10,4
110,731000.0,4,3070,5936,0,0,3,9,3070,0,2005,2005,98075,47.5902,-121.988,3160,5936,10,4
364,1560000.0,4,3730,17000,0,3,4,10,2820,910,1986,1986,98040,47.5355,-122.242,3880,15550,15,4
157,510000.0,4,2440,10423,0,0,3,7,2440,0,1955,1955,98034,47.725,-122.17200000000001,1990,7758,10,2
174,620000.0,2,990,4332,0,0,3,7,990,0,1909,1909,98103,47.6528,-122.331,1920,3420,4,2
355,1110000.0,3,4160,31796,0,0,3,11,4160,0,1989,1989,98053,47.6635,-122.01700000000001,4300,36192,16,4
81,796000.0,4,3670,4960,0,0,3,9,2870,800,2005,2005,98177,47.7022,-122.374,1520,6335,14,4
151,255000.0,3,910,25500,0,0,3,5,910,0,1943,1943,98188,47.4565,-122.27600000000001,1580,10019,6,2
361,807000.0,3,1940,4000,0,0,4,9,1940,0,2000,2000,98199,47.659,-122.398,1410,4000,10,4
192,315000.0,4,1780,6000,0,0,3,9,1780,0,2000,2000,98038,47.3774,-122.027,2650,6000,10,4
301,637000.0,3,2200,7355,0,0,4,8,2200,0,1986,1986,98052,47.7266,-122.103,2290,7868,9,4
215,2730000.0,4,6410,43838,0,2,4,12,5610,800,1906,1906,98144,47.5703,-122.28,2270,6630,17,5
223,490000.0,3,2070,10023,0,0,3,8,1220,850,1981,1981,98074,47.6492,-122.06200000000001,2130,9694,8,2
39,253000.0,3,2040,7281,0,0,3,7,1020,1020,1962,1962,98188,47.4681,-122.28200000000001,1740,7527,7,2
6,325900.0,4,2320,6270,0,0,3,8,2320,0,2004,2004,98042,47.3501,-122.14,2150,6270,10,4
166,425000.0,2,1440,6677,0,0,3,7,870,570,1952,1952,98118,47.5513,-122.264,2020,7642,8,2
126,215000.0,4,1700,6675,0,0,3,7,1700,0,1997,1997,98038,47.3638,-122.053,1570,7540,10,4
341,315000.0,4,1700,6675,0,0,3,7,1700,0,1997,1997,98038,47.3638,-122.053,1570,7540,10,4
14,724800.0,3,2050,3933,0,0,3,8,1180,870,1926,2001,98112,47.6436,-122.303,1940,4000,8,2
68,295000.0,2,800,6500,0,0,4,6,800,0,1953,1953,98133,47.7621,-122.35799999999999,1220,7000,4,2
318,509007.0,3,1800,7620,0,0,3,8,1350,450,1951,1951,98177,47.7165,-122.361,1770,7620,7,2
346,306000.0,5,1460,169448,0,0,3,6,1460,0,1910,1910,98030,47.3714,-122.177,2250,6059,8,3
76,205000.0,3,1290,7210,0,0,3,7,1290,0,1984,1984,98023,47.2889,-122.363,1350,7509,7,2
90,275000.0,3,1900,9737,0,0,4,7,1200,700,1968,1968,98031,47.4125,-122.20700000000001,1670,9737,6,2
188,685000.0,3,1480,7000,0,2,3,8,1480,0,1963,1963,98122,47.6018,-122.291,1850,4000,7,2
353,465000.0,4,2090,12833,0,0,3,7,1220,870,1969,1969,98034,47.7266,-122.175,1740,11200,10,2
67,560000.0,4,1950,9800,0,0,3,8,1330,620,1968,1968,98033,47.666000000000004,-122.178,2170,9800,9,2
297,458500.0,3,1250,9605,0,0,3,7,1250,0,1964,1964,98008,47.6325,-122.12100000000001,1570,9605,7,2
333,354000.0,3,990,7590,0,0,3,6,990,0,1959,1959,98008,47.6228,-122.12100000000001,1100,7590,4,2
256,441000.0,3,2740,7923,0,0,3,9,2740,0,1998,1998,98058,47.4349,-122.105,2740,8815,10,4
119,194000.0,3,1260,10488,0,0,2,7,1110,150,1952,1952,98106,47.5417,-122.35700000000001,1540,9120,7,2
13,316500.0,4,2150,6807,0,0,4,8,2150,0,1991,1991,98031,47.4053,-122.189,1910,7240,10,4
115,524950.0,3,1750,3250,0,0,4,7,1230,520,1929,1929,98117,47.6807,-122.366,1480,3600,7,3
360,1050000.0,3,2880,6092,0,4,4,8,1920,960,1983,1983,98116,47.5878,-122.381,2880,5308,9,4
345,925000.0,4,2590,13894,0,0,4,9,2590,0,1975,1975,98005,47.6351,-122.165,2720,13894,9,4
171,780000.0,3,2430,4524,0,0,4,7,1830,600,1924,1924,98103,47.674,-122.35,1610,4100,7,3
17,241000.0,2,1470,3128,0,0,3,6,1470,0,2005,2005,98038,47.349,-122.021,1180,2576,8,4
48,519000.0,3,2020,10744,0,0,5,7,1270,750,1954,1954,98166,47.4403,-122.34299999999999,2020,11069,11,2
118,286000.0,2,610,4000,0,0,4,6,610,0,1918,1918,98136,47.5469,-122.391,870,5160,4,2
160,400000.0,3,3000,17800,0,0,3,8,1500,1500,1962,1962,98125,47.7058,-122.315,2400,8300,8,2
160,255000.0,2,920,43560,0,0,4,5,920,0,1923,1923,98024,47.5245,-121.931,1530,11875,4,2
264,152000.0,3,1070,7754,0,0,3,6,1070,0,1953,1953,98146,47.5079,-122.344,950,7740,7,2
213,599000.0,4,3410,15143,0,0,4,8,3410,0,1972,1987,98052,47.6709,-122.052,2350,25936,8,4
175,330000.0,4,1820,3905,0,0,3,7,1820,0,2001,2001,98019,47.7346,-121.985,1820,3863,10,4
17,461000.0,2,1060,7193,0,0,3,7,1060,0,1926,1926,98133,47.7102,-122.35600000000001,1980,7560,4,2
312,620000.0,5,3070,34991,0,0,3,9,3070,0,1995,1995,98059,47.4721,-122.148,2150,19515,10,4
96,435000.0,3,1610,6911,0,0,3,7,1260,350,1988,1988,98034,47.7188,-122.177,1630,6911,8,2
14,725000.0,5,2830,5310,0,0,3,9,2830,0,2006,2006,98052,47.7074,-122.101,3150,6581,11,4
187,300000.0,3,970,12300,0,0,3,7,970,0,1982,1982,98028,47.7335,-122.227,2040,9994,4,2
193,252000.0,3,1680,8284,0,0,3,7,1680,0,1989,1989,98038,47.3609,-122.04799999999999,1550,8284,10,4
156,464625.0,4,2040,8996,0,0,4,8,1260,780,1974,1974,98033,47.666000000000004,-122.185,2470,9180,11,2
224,340000.0,3,1450,9586,0,0,3,7,1450,0,1950,1950,98155,47.7443,-122.32600000000001,1500,8592,4,4
49,1330000.0,4,2870,6280,0,0,4,9,1980,890,1905,1905,98112,47.6329,-122.31,2370,4760,9,3
280,455000.0,5,1870,13970,0,0,4,7,1120,0,1969,1969,98027,47.5243,-122.042,1860,13970,8,2
376,495000.0,4,2490,18042,0,0,3,8,2490,0,2003,2003,98070,47.4161,-122.441,1960,21107,14,4
354,925000.0,4,3350,4501,0,0,3,9,2640,710,2002,2002,98117,47.688,-122.37899999999999,1000,4500,10,4
223,587000.0,4,3190,8737,0,0,3,9,3190,0,2006,2006,98065,47.523,-121.87700000000001,3240,7131,11,4
3,524000.0,3,1560,5520,0,0,4,6,780,780,1944,1944,98199,47.6515,-122.399,1470,6000,7,2
42,1030000.0,4,2750,4800,0,0,3,9,1960,790,1905,2005,98103,47.6709,-122.337,2400,5300,10,4
151,176000.0,2,920,2332,0,0,4,8,920,0,1980,1980,98198,47.3779,-122.32,1310,2853,4,2
19,249900.0,2,1140,5500,0,0,3,6,1140,0,1947,1947,98106,47.5187,-122.363,1110,5500,4,2
34,499500.0,3,2520,53143,0,0,3,7,2520,0,1988,1988,98019,47.743,-121.925,2020,56628,10,3
