price,bedrooms,sqft_lot,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,bathroomsx4,floorsx2
248000.0,2,8600,0,0,4,4,770,0,1914,98027,4,2
425000.0,4,12145,0,0,3,8,3052,0,2004,98003,10,4
680000.0,3,14248,0,0,4,8,1830,790,1977,98004,10,4
341500.0,5,10400,0,0,3,8,3120,0,1980,98023,9,4
395000.0,2,3975,0,0,3,7,900,200,1950,98105,4,2
695500.0,5,9180,0,1,4,8,1600,910,1975,98052,11,2
308000.0,3,8629,0,0,3,8,1200,480,1977,98198,7,2
422500.0,3,6450,0,0,4,7,1000,960,1977,98038,8,2
418000.0,2,6900,0,0,4,7,1040,0,1915,98136,4,2
385000.0,5,9780,0,0,4,7,1750,0,1961,98028,6,3
876650.0,3,12508,0,0,5,9,1650,520,1928,98040,13,3
450000.0,3,2710,0,0,3,8,1479,160,2003,98144,10,4
418800.0,4,9984,0,0,4,7,1290,810,1973,98028,9,2
330000.0,2,1753,0,0,4,7,880,0,1945,98199,4,4
550000.0,3,8376,0,0,4,8,1290,650,1963,98006,7,2
270000.0,4,11650,0,0,3,7,1390,1100,1990,98148,10,2
978500.0,3,7080,0,0,3,9,1800,260,1940,98199,9,4
975000.0,4,10455,0,2,3,10,2500,220,1981,98006,10,4
455000.0,3,6850,0,0,3,7,1750,430,1973,98034,9,2
220000.0,2,9000,0,0,5,6,840,0,1951,98168,4,2
490000.0,3,12196,0,0,4,7,2370,0,1970,98033,8,4
420000.0,4,9100,0,0,3,7,2270,0,1978,98034,9,4
408500.0,4,7043,0,0,3,9,2720,0,2003,98092,10,4
716000.0,3,4800,0,0,3,7,1140,0,1915,98109,6,3
965000.0,4,5000,0,0,5,8,1620,840,1938,98112,10,4
357823.0,3,9196,0,0,3,8,1240,0,1968,98072,6,2
425000.0,3,9500,0,0,3,7,1170,500,1977,98125,9,2
711777.0,4,6731,0,0,4,7,1110,1110,1953,98116,7,2
335000.0,3,9903,0,0,4,7,980,0,1966,98028,4,2
825000.0,4,6938,0,0,3,8,1890,0,1919,98116,6,3
210000.0,2,6000,0,0,4,6,1100,0,1900,98108,4,3
575000.0,2,19700,0,0,3,8,1780,990,1983,98177,7,4
431500.0,2,4866,0,0,3,8,1370,0,2005,98053,8,2
475000.0,3,13457,0,0,3,7,1480,0,1959,98007,6,2
635000.0,3,2978,0,0,3,7,1210,320,1997,98117,10,2
405000.0,3,7267,0,0,4,7,1100,490,1976,98133,9,2
210000.0,3,8600,0,0,3,6,1040,480,1951,98168,4,2
880000.0,4,4675,0,0,3,9,2150,200,1923,98112,10,4
239000.0,4,8837,0,0,3,7,1370,0,1955,98188,8,3
515000.0,3,6100,0,0,3,6,770,770,1944,98126,10,2
215000.0,4,5393,0,0,3,7,1500,0,1999,98001,9,4
442500.0,3,8303,0,0,3,7,1200,600,1957,98133,6,2
311000.0,2,55321,0,0,3,8,1180,0,1941,98042,7,2
425000.0,2,6030,0,0,4,6,830,0,1925,98103,4,2
433500.0,3,9450,0,0,4,6,1040,500,1919,98103,7,2
450000.0,3,8296,0,0,3,8,1610,0,1978,98115,9,4
675000.0,3,10260,0,0,4,8,1990,0,1987,98052,9,4
535000.0,3,4132,0,0,3,8,2070,0,1999,98074,10,4
577000.0,3,12874,0,0,4,7,1230,530,1967,98005,7,2
480000.0,3,8528,0,0,4,7,1290,450,1939,98125,7,2
400000.0,3,4473,0,0,4,6,1530,420,1914,98034,6,2
304000.0,3,8184,0,0,4,6,1280,0,1947,98155,4,3
355000.0,3,7203,0,0,3,7,1460,0,1990,98056,7,2
550000.0,4,8447,0,3,4,8,2060,350,1936,98074,7,4
550000.0,4,8447,0,3,4,8,2060,350,1936,98074,7,4
210000.0,3,7300,0,0,3,6,1400,0,1948,98178,7,4
317000.0,3,7587,0,0,3,9,2100,0,1990,98023,10,4
265000.0,3,9150,0,0,3,7,1000,0,1969,98059,4,2
700000.0,4,6175,0,0,3,9,3150,0,2001,98075,14,4
1150000.0,4,20242,0,0,3,8,2240,600,1972,98004,9,2
460000.0,4,35091,0,0,4,8,1290,820,1985,98027,10,2
410000.0,2,4000,0,0,3,7,1000,660,1950,98115,6,2
665000.0,4,4400,0,0,5,7,1320,840,1921,98122,12,2
600000.0,4,7744,0,0,3,9,2420,0,1994,98056,10,4
502000.0,4,3844,0,0,3,7,1170,750,1967,98133,7,2
364950.0,4,8030,0,0,3,7,2310,0,1978,98019,10,4
680000.0,3,4000,0,2,5,7,1520,810,1927,98115,9,3
235500.0,5,13713,0,0,2,8,1670,670,1967,98003,10,2
576000.0,4,5756,0,0,3,8,2590,0,2001,98065,10,4
405000.0,2,1240,0,0,3,8,1140,270,2006,98136,12,4
335000.0,3,8039,0,0,4,8,1540,1310,1989,98031,11,2
122000.0,2,6728,0,0,3,6,730,0,1953,98148,4,2
432000.0,3,6250,0,3,4,7,1070,400,1939,98155,7,2
375000.0,4,11400,0,0,4,8,2330,0,1974,98058,9,2
276000.0,4,11250,0,0,4,8,2460,0,1959,98002,9,2
210000.0,2,8140,0,0,1,6,990,0,1910,98116,4,2
279000.0,3,4106,0,0,3,7,1450,0,2011,98038,10,4
635000.0,3,3900,0,0,5,7,1340,0,1900,98107,7,4
350000.0,3,7372,0,0,3,9,2730,0,1998,98023,10,4
218000.0,3,7560,0,0,4,6,1140,0,1958,98058,4,2
750000.0,4,6300,0,1,3,7,1650,300,1944,98115,6,3
310597.0,4,25700,0,0,4,7,1150,850,1958,98023,7,2
355000.0,3,37800,0,0,4,5,700,200,1923,98034,4,2
735000.0,5,5211,0,0,3,9,3390,0,2004,98075,11,4
354000.0,3,10368,0,0,3,7,940,0,1965,98052,4,2
415000.0,3,10513,0,0,4,7,1400,370,1982,98028,7,2
580000.0,3,1873,0,0,3,7,1470,510,1996,98107,10,4
790000.0,4,7519,0,0,3,9,3500,0,2004,98053,10,4
499900.0,3,5112,0,0,3,8,2100,0,1999,98065,10,4
810000.0,4,10613,0,0,3,9,2810,0,1989,98006,10,4
425000.0,4,8773,0,0,4,7,1330,960,1947,98133,6,2
241250.0,3,7588,0,0,3,7,1350,0,1993,98010,7,2
318700.0,4,19116,0,0,4,8,1600,1170,1961,98003,10,2
720000.0,4,5000,0,2,5,8,2070,460,1917,98103,7,3
291000.0,3,10500,0,0,4,5,1280,0,1941,98024,4,3
420000.0,3,38644,0,0,3,7,1060,0,1983,98077,7,2
210000.0,2,3554,0,0,4,8,1000,0,1975,98198,7,2
762000.0,5,5000,0,0,4,7,2140,1230,1907,98109,8,3
247500.0,4,7765,0,0,3,6,2290,0,1936,98146,7,2
282500.0,3,7150,0,0,4,7,1670,0,1990,98042,9,4
395000.0,3,22651,0,0,4,7,1460,0,1961,98027,7,2
295000.0,3,8235,0,0,3,7,1030,740,1960,98148,7,2
235000.0,2,5100,0,0,4,6,820,0,1954,98056,4,2
770000.0,3,6334,0,2,3,8,1450,450,1948,98105,7,2
559950.0,2,4950,0,0,3,8,1870,0,2006,98053,8,2
639000.0,4,5419,0,0,4,7,920,920,1942,98199,8,2
314950.0,3,8470,0,0,4,7,1140,450,1967,98058,4,2
525000.0,3,6180,0,0,4,7,1640,0,1946,98118,4,2
820000.0,3,6272,0,0,4,8,1390,770,1960,98115,7,2
521450.0,3,5700,0,0,5,7,1290,0,1950,98116,8,2
760750.0,3,49137,0,0,3,9,3190,0,1988,98074,10,4
346150.0,3,7200,0,0,4,8,1480,660,1966,98056,8,2
390000.0,2,3800,0,0,3,7,980,0,1926,98103,4,2
359950.0,5,9432,0,0,3,8,2450,0,1973,98058,9,4
430000.0,3,5120,0,0,4,6,910,450,1924,98116,8,3
1010000.0,3,5805,0,0,3,9,2860,0,1999,98005,10,4
290000.0,3,11456,0,0,3,7,1810,0,1970,98045,8,2
526000.0,2,4500,0,0,4,7,1450,0,1921,98107,4,3
550000.0,3,1091,0,0,3,8,1200,250,2007,98119,14,4
276000.0,3,8750,0,0,4,7,1200,620,1958,98198,6,2
325000.0,3,6554,0,0,3,7,1040,1040,1950,98118,7,2
365000.0,3,1754,0,0,3,8,1780,0,2007,98126,10,6
825050.0,4,3680,0,0,3,9,1980,880,1925,98115,13,4
690000.0,3,9520,0,0,3,8,1500,1040,1959,98115,6,2
390000.0,4,6250,0,0,3,6,1140,0,1958,98126,4,3
385000.0,3,1297,0,0,3,7,1320,0,1995,98117,8,6
619000.0,3,7503,0,0,3,8,2040,0,1987,98029,10,4
494000.0,4,42000,0,0,3,7,1170,620,1983,98045,9,2
412450.0,3,13505,0,0,3,8,1910,0,1955,98034,8,2
580000.0,3,2800,0,0,3,7,1460,0,1928,98117,7,4
269900.0,3,22100,0,0,5,7,1420,0,1957,98042,6,2
704300.0,4,4080,0,0,5,7,1790,0,1928,98144,6,3
267000.0,3,6005,0,0,3,8,1390,0,2005,98022,8,4
310000.0,4,12150,0,0,3,7,1280,600,1976,98023,7,2
227064.0,3,10824,0,0,3,7,1570,0,1908,98118,6,4
925000.0,3,7000,0,0,5,7,1840,850,1943,98115,10,4
245000.0,3,11452,0,2,3,8,1670,0,1992,98022,7,2
339888.0,3,7490,0,0,3,7,1040,0,1969,98034,4,2
439000.0,4,7500,0,0,4,7,1560,0,1968,98034,8,2
400000.0,2,6120,0,0,2,7,1470,0,1940,98115,4,2
560000.0,3,15002,0,0,3,8,2070,0,1955,98155,9,3
703011.0,2,5922,0,2,3,8,1130,240,1941,98199,4,2
363000.0,2,4800,0,0,3,7,770,0,1926,98126,4,2
650000.0,4,6240,0,0,3,9,2640,0,2001,98075,11,4
299950.0,3,9916,0,0,4,7,1030,0,1972,98034,4,2
228950.0,3,6625,0,0,3,6,1120,0,1942,98168,4,2
465000.0,4,11700,0,0,3,7,880,850,1956,98008,7,2
725000.0,3,9847,0,2,3,9,2090,0,1983,98006,10,4
212500.0,3,14400,0,0,4,7,920,0,1977,98001,4,2
526000.0,4,54450,0,0,3,8,2970,0,1983,98058,9,4
383000.0,3,10031,0,0,3,8,1720,0,1993,98028,10,4
244000.0,3,4692,0,0,3,7,1460,0,1988,98055,7,2
565000.0,3,3570,0,0,5,7,1490,50,1930,98105,6,3
300000.0,3,9855,0,0,3,7,1310,0,1962,98034,8,2
405000.0,5,4781,0,0,3,9,2430,0,2001,98058,10,4
979000.0,3,14133,0,1,4,8,1700,0,1954,98004,6,2
324888.0,4,28750,0,0,4,8,2160,0,1978,98092,7,4
445000.0,3,3200,0,0,3,6,860,0,1929,98117,6,2
761000.0,3,2020,0,0,3,8,1520,530,2006,98112,14,4
435000.0,4,4745,0,0,3,7,1130,520,1972,98034,8,2
252000.0,3,8410,0,0,3,7,1180,390,1991,98022,9,2
350000.0,3,10150,0,0,3,7,1660,0,1957,98133,7,3
875000.0,3,8119,0,0,4,7,1220,0,1955,98039,4,2
940000.0,3,8119,0,0,4,7,1220,0,1955,98039,4,2
280000.0,3,11342,0,0,3,7,1780,0,1964,98148,8,2
450000.0,3,4226,0,0,3,8,2180,0,2004,98011,10,4
382450.0,3,20531,0,0,3,8,2220,0,1998,98001,10,4
246700.0,3,13309,0,0,4,7,1610,0,1967,98042,8,2
220000.0,3,9331,0,0,3,6,1070,0,1956,98155,6,2
555750.0,3,4880,0,0,2,6,910,150,1913,98118,4,2
262500.0,3,8906,0,0,3,7,1160,0,1962,98118,6,2
515000.0,2,4725,0,0,3,7,910,0,1949,98115,4,2
499500.0,3,21907,0,0,3,9,2970,0,1998,98059,10,4
462500.0,2,7290,0,0,3,7,1540,0,1948,98136,8,4
937500.0,4,21100,0,4,3,9,2530,600,1956,98177,10,2
458000.0,3,9570,0,0,3,7,1280,190,1941,98125,6,2
845000.0,4,7143,0,0,3,8,2100,1060,1933,98199,11,3
660000.0,3,40910,0,0,3,8,2675,0,1984,98075,9,4
265000.0,3,6783,0,0,4,7,1340,0,1987,98030,8,2
280000.0,3,8697,0,0,3,8,1800,0,1987,98023,10,4
125000.0,3,7276,0,0,4,6,920,0,1961,98002,4,2
634800.0,4,4904,0,0,3,7,3280,0,2005,98053,12,4
269950.0,4,9600,0,0,2,7,1440,0,1964,98001,4,2
359950.0,3,11612,0,0,4,8,1100,840,1981,98178,9,2
417000.0,3,11454,0,0,4,8,1590,0,1979,98056,7,2
389000.0,2,4122,0,0,3,8,1340,0,2007,98053,8,2
685000.0,4,10125,0,0,3,8,2820,0,2008,98155,10,4
198500.0,3,7137,0,0,3,5,1520,0,1932,98168,7,2
350000.0,4,5428,0,0,3,8,2560,0,2012,98042,10,4
441000.0,3,7200,0,0,3,7,1540,0,1968,98011,6,2
462600.0,3,11761,0,0,4,8,1430,0,1964,98052,7,2
365070.0,4,6232,0,0,3,7,2506,0,2006,98030,10,4
550000.0,4,7500,0,0,5,7,1200,1050,1956,98005,8,2
470000.0,5,9600,0,0,4,7,1370,1370,1945,98144,7,2
340000.0,3,10400,0,0,3,6,1540,0,1977,98024,7,2
405000.0,4,8392,0,0,3,7,1190,500,1979,98028,7,2
661000.0,4,4600,0,2,4,8,1420,570,1932,98126,9,3
635000.0,4,7069,0,0,3,9,2410,0,1993,98034,10,4
282000.0,2,6098,0,0,3,7,950,200,1948,98125,4,2
235000.0,4,10137,0,0,3,7,1720,0,1956,98188,7,4
277500.0,3,22100,0,0,4,7,1260,0,1981,98023,8,4
346500.0,5,8250,0,0,4,8,1430,590,1978,98058,10,2
480000.0,5,5500,0,0,3,7,1490,750,1959,98136,9,2
360000.0,4,6508,0,0,3,8,1930,0,1996,98019,9,4
245000.0,3,6785,0,0,3,7,1420,400,1994,98092,10,2
625000.0,3,1490,0,0,3,8,1240,320,1995,98102,14,4
750500.0,5,2440,0,0,4,8,1450,720,1911,98115,12,3
525000.0,3,9579,0,0,3,8,1180,420,1977,98072,7,2
523000.0,3,7735,0,0,4,7,1240,0,1957,98008,6,2
292000.0,3,4500,0,0,5,8,1090,0,1929,98118,7,3
625000.0,4,9599,0,2,3,8,1820,920,1961,98177,10,2
700000.0,3,11727,0,2,3,9,3110,0,2002,98065,10,4
399950.0,3,1320,0,0,3,7,1280,330,2007,98144,10,4
545000.0,4,1341,0,0,3,8,1650,230,2007,98122,14,6
339999.0,4,6369,0,0,5,6,870,870,1954,98133,8,2
1210000.0,4,6000,0,0,5,8,2180,1090,1909,98122,9,4
545000.0,3,5149,0,0,3,8,1990,0,2003,98075,10,4
260000.0,4,8400,0,0,4,8,1960,0,1967,98023,7,2
526000.0,3,3420,0,0,3,7,960,720,1992,98115,7,2
701000.0,4,8540,0,0,3,9,2910,0,2003,98059,12,4
290000.0,3,7482,0,0,4,7,1210,290,1968,98055,9,2
550500.0,3,8280,0,0,3,7,1270,1270,1949,98177,7,2
430000.0,2,6426,0,0,3,7,950,0,1949,98126,4,2
260600.0,2,4560,0,0,3,7,810,0,1928,98126,4,2
378950.0,4,8400,0,0,5,7,1300,520,1956,98155,8,2
435000.0,4,9065,0,0,3,7,2650,0,2000,98019,10,4
631000.0,3,1396,0,0,3,9,1250,420,2015,98115,9,4
415000.0,3,8342,0,0,3,8,2480,0,1986,98058,10,4
222000.0,3,7560,0,0,3,8,1070,170,1967,98003,7,2
245000.0,3,8250,0,0,3,7,1390,0,1987,98042,8,2
720000.0,3,10126,0,0,4,10,2880,0,1985,98074,10,4
215000.0,3,9954,0,0,4,7,1060,0,1960,98032,4,2
579100.0,2,2754,0,0,3,7,830,240,1924,98103,4,2
522500.0,4,9299,0,0,4,7,870,770,1943,98056,7,3
489000.0,3,3000,0,0,4,7,910,600,1972,98115,8,2
240000.0,3,2353,0,0,4,6,1230,0,1925,98106,4,3
420250.0,3,3657,0,0,3,8,1510,0,2007,98053,8,2
523000.0,4,20870,0,0,3,8,2120,1060,1967,98034,10,4
628000.0,4,6000,0,0,3,8,1430,830,1958,98115,8,2
320000.0,4,7277,0,0,4,8,1920,0,1990,98031,10,4
359950.0,3,7800,0,0,3,8,1980,0,1999,98055,10,4
232000.0,2,8063,0,0,4,6,1200,0,1958,98198,4,2
810000.0,4,5600,0,2,4,8,1210,810,1961,98115,9,2
245000.0,4,7561,0,0,4,7,1890,120,1921,98002,6,3
273000.0,3,8192,0,0,3,7,1470,460,1984,98003,9,2
1190000.0,5,14989,0,0,3,8,1720,990,1959,98004,10,2
438000.0,5,6250,0,0,4,7,1450,0,1917,98136,4,3
400000.0,3,19600,0,0,4,8,2110,0,1959,98055,7,2
340000.0,3,4800,0,0,4,7,1250,0,1951,98126,4,2
552000.0,2,951,0,0,3,9,1380,0,2006,98103,10,6
790000.0,3,4080,0,0,3,8,2050,0,1991,98105,7,4
360000.0,3,22000,0,0,3,8,1800,0,1931,98168,6,4
235000.0,3,15022,0,0,3,7,1310,0,1934,98168,4,2
775000.0,2,3600,0,0,3,7,1010,0,1913,98107,4,2
489200.0,3,9600,0,0,5,7,1850,0,1965,98034,11,3
341000.0,3,8900,0,0,4,8,1750,0,1977,98058,9,4
335000.0,4,6050,0,0,3,8,2154,0,2012,98030,10,4
393500.0,3,1441,0,0,3,8,1010,220,2004,98116,7,4
360000.0,3,8846,0,3,4,6,980,980,1940,98178,8,2
400800.0,4,5750,0,0,3,6,870,200,1923,98126,4,2
585000.0,3,5378,0,0,3,7,1190,260,1939,98199,4,2
300000.0,3,13000,0,0,4,7,1220,0,1955,98133,4,2
1050000.0,4,4560,0,0,5,7,1810,1140,1912,98103,11,4
360000.0,3,1110,0,0,3,7,1040,300,1999,98117,6,4
665900.0,4,5453,0,1,4,8,2220,650,1926,98146,9,4
470000.0,4,18224,0,0,4,7,2000,590,1911,98118,4,3
581000.0,4,8164,0,0,4,8,1070,1020,1963,98052,7,2
423000.0,4,7245,0,0,4,7,880,0,1955,98007,7,2
875000.0,4,4416,0,0,3,7,2040,810,1926,98103,14,3
410000.0,3,6903,0,0,3,7,1020,0,1951,98116,4,2
606000.0,3,6005,0,0,3,9,2200,0,1997,98072,10,4
654000.0,3,60840,0,0,3,7,3240,0,1997,98045,10,4
150000.0,3,38500,0,0,4,5,490,0,1959,98014,3,3
373000.0,3,6771,0,0,3,7,1550,1440,2003,98106,10,2
550000.0,5,9488,0,0,4,7,1240,1210,1900,98133,8,2
512500.0,3,7604,0,0,3,8,1900,0,1990,98033,10,4
360000.0,4,7388,0,0,3,7,2640,0,2003,98038,10,4
369000.0,3,1480,0,0,3,8,1340,0,1997,98117,8,6
825000.0,4,5262,0,0,3,9,3220,0,2003,98033,10,4
255000.0,3,11475,0,0,3,7,930,0,1978,98045,8,2
270000.0,5,8470,0,0,4,8,2630,0,1968,98002,10,3
480680.0,3,4924,0,0,3,8,1730,0,1996,98029,10,4
525000.0,4,7725,0,0,3,8,1220,900,1965,98007,7,2
291500.0,3,9238,0,0,5,6,880,0,1946,98155,4,3
305000.0,4,13551,0,0,4,7,1800,0,1974,98059,8,2
285000.0,3,7500,0,0,3,7,1600,0,1998,98002,7,2
329500.0,5,8000,0,0,3,7,1790,1500,1968,98030,7,2
379260.0,3,7202,0,0,3,7,1330,400,1991,98198,10,2
356000.0,3,3411,0,0,3,7,1590,0,2000,98065,10,4
571900.0,4,8947,0,0,4,7,1710,0,1956,98007,7,2
271500.0,3,18360,0,0,3,7,1995,0,1957,98198,7,4
390000.0,3,10030,0,0,4,7,1300,0,1967,98034,7,2
550000.0,3,62310,0,0,3,8,2040,680,1985,98038,10,2
755000.0,2,2070,0,0,3,8,1360,0,1999,98102,10,4
509500.0,2,1485,0,0,3,8,1300,290,1994,98199,10,4
486700.0,2,6278,0,0,3,7,1080,120,1942,98103,4,2
527500.0,2,3000,0,0,3,7,1170,0,1910,98103,4,3
475000.0,5,3600,0,0,3,6,1510,500,1912,98119,10,3
268000.0,3,1793,0,0,3,7,1810,70,2001,98108,11,4
562000.0,3,50529,0,0,4,8,3250,0,1978,98075,8,4
780000.0,4,13449,0,0,4,9,1310,960,1975,98040,10,2
710000.0,3,3000,0,0,4,8,1040,840,1931,98109,8,2
445000.0,3,5664,0,0,4,7,910,140,1947,98115,4,2
729000.0,3,60548,0,0,3,9,2250,0,2005,98038,13,2
384400.0,3,1388,0,0,3,8,1689,0,2008,98125,13,6
865000.0,4,4069,0,0,4,10,2710,0,1990,98122,10,6
514000.0,3,7200,0,0,4,7,1770,0,1967,98033,8,2
615000.0,4,13193,0,0,3,8,1860,960,1965,98006,11,2
755000.0,4,6930,0,0,3,9,3110,0,2004,98052,10,4
425000.0,4,8321,0,0,3,7,1080,400,1953,98155,4,2
375000.0,2,9839,0,0,3,6,940,0,1910,98136,4,2
750000.0,4,4548,0,0,3,8,2680,0,2009,98052,10,4
722000.0,4,5408,0,0,3,9,3190,0,2005,98075,11,4
1010000.0,3,4480,0,1,3,9,1920,0,1949,98119,10,4
725000.0,3,7510,0,0,3,9,2610,0,1996,98052,10,4
170000.0,3,42180,0,0,2,6,1040,0,1947,98055,3,2
845000.0,4,35315,0,0,3,11,2270,610,1982,98005,13,2
271900.0,3,8771,0,0,4,7,1450,0,1991,98022,8,4
261500.0,4,7800,0,0,3,8,1500,960,1977,98023,10,2
619500.0,3,5000,0,0,3,9,2170,0,2003,98029,10,4
435000.0,5,15247,0,0,3,7,1450,520,1986,98024,9,2
210000.0,3,5454,0,0,3,7,1000,0,1954,98133,4,2
489950.0,3,4010,0,0,4,7,790,790,1909,98117,8,2
260000.0,4,8800,0,0,3,7,1100,1030,1962,98032,6,2
300000.0,4,8499,0,0,3,7,1370,0,1949,98155,4,2
530000.0,4,14161,0,2,3,8,1330,820,1966,98003,8,2
235000.0,3,14030,0,0,4,8,1370,0,1977,98092,7,2
593500.0,3,4000,0,0,4,8,1370,0,1918,98105,4,4
562000.0,3,80471,0,2,4,8,2330,960,1975,98070,12,4
199500.0,3,8901,0,0,3,7,1690,0,1986,98030,7,2
544500.0,5,3240,0,0,3,7,1690,0,1914,98115,4,3
394900.0,3,13370,0,0,3,7,1430,0,1962,98034,4,2
912000.0,4,4095,0,0,3,9,1980,0,2009,98103,15,4
260000.0,3,8102,0,0,4,7,1490,0,1990,98042,10,4
242150.0,4,8544,0,0,4,7,1490,0,1970,98031,7,2
220000.0,3,7200,0,0,3,7,1230,0,1986,98023,7,2
235000.0,3,7980,0,0,4,7,1340,560,1977,98023,8,2
370000.0,3,10300,0,0,4,7,1530,0,1978,98133,7,2
450000.0,3,44866,0,0,3,8,1390,900,1981,98077,7,2
534950.0,5,6337,0,0,3,8,1280,960,1956,98125,6,2
730000.0,4,14271,0,0,3,9,3470,0,2005,98065,10,4
465000.0,4,32450,0,0,4,8,1550,1500,1983,98030,10,2
178000.0,3,5734,0,0,4,7,1100,0,1955,98030,4,2
215000.0,3,7140,0,0,3,7,1080,530,1976,98031,4,2
300000.0,3,15508,0,0,3,8,1210,700,1984,98023,11,2
430000.0,3,7066,0,2,3,7,1230,280,1973,98125,8,2
183000.0,3,4366,0,0,4,6,1280,0,1985,98002,6,4
585000.0,3,1501,0,0,3,8,1530,380,2007,98199,10,5
192950.0,3,3330,0,0,4,6,1170,0,1969,98092,4,4
599000.0,2,7713,0,0,3,7,1550,0,1930,98117,4,2
326500.0,3,7920,0,0,4,7,1060,0,1968,98106,4,2
358803.0,2,5765,0,0,3,7,1040,0,1944,98133,4,2
537000.0,3,12920,0,0,5,7,1550,0,1999,98033,10,4
1160000.0,3,24691,1,4,4,9,1580,910,1961,98146,10,2
156000.0,2,5889,0,0,4,6,920,0,1950,98002,4,2
219000.0,3,8276,0,0,5,6,1250,0,1939,98022,4,3
1190000.0,3,2700,0,0,4,8,1630,910,1922,98119,6,4
248000.0,5,16788,0,2,3,8,1380,810,1978,98030,7,2
899100.0,5,15300,0,0,4,8,1400,1010,1975,98040,10,2
346950.0,3,10954,0,0,3,7,1830,0,1963,98155,7,2
330000.0,3,5775,0,0,3,6,1740,110,1928,98108,4,4
325000.0,3,8250,0,0,3,7,1410,0,1954,98177,4,2
315000.0,3,7884,0,0,3,8,1460,0,1975,98058,7,2
649950.0,3,1375,0,0,3,9,1200,300,2014,98119,10,4
316000.0,3,7200,0,0,4,6,1130,0,1942,98133,4,3
386000.0,2,3196,0,0,3,8,1620,0,2008,98065,10,4
535000.0,2,7280,0,0,3,7,1450,880,1982,98188,7,2
600000.0,3,1800,0,0,3,7,1520,0,2003,98115,12,6
339000.0,4,8746,0,0,3,8,2840,0,2001,98022,10,4
167000.0,3,7456,0,0,3,7,1520,0,1949,98166,8,2
430000.0,3,4800,0,0,3,8,1740,0,1952,98118,4,2
834500.0,3,6000,0,3,4,9,1670,1110,1948,98199,9,2
1080000.0,4,8750,0,4,5,9,2140,1360,1951,98177,17,2
250000.0,3,52272,0,0,3,7,1060,0,1960,98030,4,2
402500.0,3,4000,0,0,3,7,1290,0,1926,98118,4,3
432500.0,3,6435,0,0,3,8,1600,790,1978,98034,10,2
485000.0,5,14100,0,0,3,7,1380,1080,1972,98028,7,2
560000.0,4,22000,0,3,4,9,1580,0,1978,98023,11,2
410000.0,4,8292,0,0,3,7,2200,0,1990,98155,9,4
455000.0,3,7344,0,0,3,8,1470,400,1980,98034,10,2
459500.0,4,8968,0,0,4,7,1190,870,1975,98155,10,2
371000.0,4,11305,0,0,3,7,1610,0,1968,98034,7,2
289500.0,3,3400,0,0,3,7,2120,0,2002,98092,9,4
395000.0,3,1263,0,0,3,8,1160,290,2007,98199,14,4
496752.0,2,5000,0,0,4,7,1090,890,1923,98144,4,2
227000.0,2,6800,0,0,3,6,860,0,1943,98133,4,2
330000.0,3,9261,0,0,3,7,1460,0,1985,98056,7,2
480000.0,5,8610,0,0,4,7,1340,1250,1958,98008,8,2
281000.0,3,21336,0,0,4,5,1340,0,1945,98032,4,3
705000.0,4,3120,0,3,3,8,1780,0,1926,98118,6,3
485000.0,4,6611,0,0,3,7,1410,1410,1958,98155,13,2
622000.0,3,1919,0,0,3,8,1550,0,2003,98107,9,6
380000.0,3,39848,0,3,4,8,1600,0,1958,98022,9,2
561500.0,3,6380,0,0,4,7,980,980,1939,98115,7,2
242000.0,3,9600,0,0,3,7,970,0,1972,98045,4,2
348500.0,3,10726,0,0,4,7,1360,0,1966,98059,6,2
370000.0,3,10726,0,0,4,7,1360,0,1966,98059,6,2
230000.0,3,8250,0,0,3,7,1100,240,1985,98042,7,2
715000.0,3,4977,0,0,3,9,1990,0,2012,98118,9,6
240415.0,3,10187,0,0,3,7,1120,0,1968,98198,7,2
562000.0,4,4080,0,0,3,7,1460,600,1922,98105,7,3
360000.0,3,4080,0,0,5,6,1170,0,1917,98126,6,2
659950.0,3,1246,0,1,3,9,1080,530,2014,98119,10,4
458500.0,3,1599,0,0,3,9,1430,460,2012,98136,8,4
259950.0,2,649,0,0,3,9,720,350,2008,98106,8,4
366000.0,3,6108,0,0,3,8,1680,0,1989,98055,7,2
978000.0,4,7821,0,0,3,9,2890,0,2014,98006,11,4
525000.0,2,6120,0,0,3,7,1060,300,1947,98115,4,2
926300.0,3,4800,0,0,3,8,1660,0,1907,98119,6,4
750000.0,2,6120,0,0,3,7,1620,0,1951,98115,4,2
660000.0,2,6263,0,1,4,6,960,0,1942,98033,4,2
305000.0,4,7200,0,0,4,6,1000,0,1947,98155,7,3
800000.0,2,6143,0,0,3,8,2395,0,2003,98053,10,2
600000.0,4,9440,0,0,3,8,1800,1250,1966,98034,7,2
1140000.0,4,4296,0,0,3,9,2190,770,2007,98119,13,4
318000.0,3,1017,0,0,3,8,1250,0,2008,98133,9,6
639000.0,4,5000,0,0,4,7,980,960,1910,98107,8,2
453000.0,3,3900,0,0,3,8,1750,0,1977,98052,10,4
800000.0,4,9148,0,0,4,7,2150,0,1955,98004,7,2
437000.0,2,6800,0,0,4,7,910,590,1942,98117,7,2
1150000.0,3,75889,1,4,3,7,3230,0,1925,98023,11,4
490000.0,4,8645,0,0,3,8,3000,0,1985,98034,10,4
